Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2025-12-31 00:00:00,000;"Avtovağzal";7334
2025-01-01 00:00:00,000;"Azadlıq prospekti";13764
2025-01-02 00:00:00,000;"Azadlıq prospekti";14841
2025-01-03 00:00:00,000;"Azadlıq prospekti";16852
2025-01-04 00:00:00,000;"Azadlıq prospekti";17100
2025-01-05 00:00:00,000;"Azadlıq prospekti";13104
2025-01-06 00:00:00,000;"Azadlıq prospekti";23643
2025-01-07 00:00:00,000;"Azadlıq prospekti";23285
2025-01-08 00:00:00,000;"Azadlıq prospekti";23649
2025-01-09 00:00:00,000;"Azadlıq prospekti";24579
2025-01-10 00:00:00,000;"Azadlıq prospekti";25370
2025-01-11 00:00:00,000;"Azadlıq prospekti";19051
2025-01-12 00:00:00,000;"Azadlıq prospekti";14219
2025-01-13 00:00:00,000;"Azadlıq prospekti";25317
2025-01-14 00:00:00,000;"Azadlıq prospekti";23996
2025-01-15 00:00:00,000;"Azadlıq prospekti";23058
2025-01-16 00:00:00,000;"Azadlıq prospekti";23969
2025-01-17 00:00:00,000;"Azadlıq prospekti";25004
2025-01-18 00:00:00,000;"Azadlıq prospekti";18753
2025-01-19 00:00:00,000;"Azadlıq prospekti";13344
2025-01-20 00:00:00,000;"Azadlıq prospekti";16854
2025-01-21 00:00:00,000;"Azadlıq prospekti";24535
2025-01-22 00:00:00,000;"Azadlıq prospekti";23899
2025-01-23 00:00:00,000;"Azadlıq prospekti";23579
2025-01-24 00:00:00,000;"Azadlıq prospekti";24890
2025-01-25 00:00:00,000;"Azadlıq prospekti";18540
2025-01-26 00:00:00,000;"Azadlıq prospekti";14295
2025-01-27 00:00:00,000;"Azadlıq prospekti";24325
2025-01-28 00:00:00,000;"Azadlıq prospekti";23880
2025-01-29 00:00:00,000;"Azadlıq prospekti";18119
2025-01-30 00:00:00,000;"Azadlıq prospekti";24147
2025-01-31 00:00:00,000;"Azadlıq prospekti";24611
2025-02-01 00:00:00,000;"Azadlıq prospekti";19126
2025-02-02 00:00:00,000;"Azadlıq prospekti";14753
2025-02-03 00:00:00,000;"Azadlıq prospekti";23495
2025-02-04 00:00:00,000;"Azadlıq prospekti";23531
2025-02-05 00:00:00,000;"Azadlıq prospekti";22067
2025-02-06 00:00:00,000;"Azadlıq prospekti";21813
2025-02-07 00:00:00,000;"Azadlıq prospekti";20457
2025-02-08 00:00:00,000;"Azadlıq prospekti";14808
2025-02-09 00:00:00,000;"Azadlıq prospekti";12124
2025-02-10 00:00:00,000;"Azadlıq prospekti";22114
2025-02-11 00:00:00,000;"Azadlıq prospekti";22454
2025-02-12 00:00:00,000;"Azadlıq prospekti";22759
2025-02-13 00:00:00,000;"Azadlıq prospekti";22911
2025-02-14 00:00:00,000;"Azadlıq prospekti";23219
2025-02-15 00:00:00,000;"Azadlıq prospekti";18668
2025-02-16 00:00:00,000;"Azadlıq prospekti";16552
2025-02-17 00:00:00,000;"Azadlıq prospekti";26041
2025-02-18 00:00:00,000;"Azadlıq prospekti";25390
2025-02-19 00:00:00,000;"Azadlıq prospekti";25500
2025-02-20 00:00:00,000;"Azadlıq prospekti";23672
2025-02-21 00:00:00,000;"Azadlıq prospekti";21736
2025-02-22 00:00:00,000;"Azadlıq prospekti";14893
2025-02-23 00:00:00,000;"Azadlıq prospekti";15709
2025-02-24 00:00:00,000;"Azadlıq prospekti";19059
2025-02-25 00:00:00,000;"Azadlıq prospekti";23761
2025-02-26 00:00:00,000;"Azadlıq prospekti";25372
2025-02-27 00:00:00,000;"Azadlıq prospekti";24010
2025-02-28 00:00:00,000;"Azadlıq prospekti";26449
2025-03-01 00:00:00,000;"Azadlıq prospekti";14954
2025-03-02 00:00:00,000;"Azadlıq prospekti";13696
2025-03-03 00:00:00,000;"Azadlıq prospekti";26595
2025-03-04 00:00:00,000;"Azadlıq prospekti";26877
2025-03-05 00:00:00,000;"Azadlıq prospekti";26802
2025-03-06 00:00:00,000;"Azadlıq prospekti";27296
2025-03-07 00:00:00,000;"Azadlıq prospekti";28713
2025-03-08 00:00:00,000;"Azadlıq prospekti";20328
2025-03-09 00:00:00,000;"Azadlıq prospekti";16439
2025-03-10 00:00:00,000;"Azadlıq prospekti";26908
2025-03-11 00:00:00,000;"Azadlıq prospekti";27200
2025-03-12 00:00:00,000;"Azadlıq prospekti";26689
2025-03-13 00:00:00,000;"Azadlıq prospekti";26728
2025-03-14 00:00:00,000;"Azadlıq prospekti";27525
2025-03-15 00:00:00,000;"Azadlıq prospekti";19781
2025-03-16 00:00:00,000;"Azadlıq prospekti";15229
2025-03-17 00:00:00,000;"Azadlıq prospekti";27090
2025-03-18 00:00:00,000;"Azadlıq prospekti";26233
2025-03-19 00:00:00,000;"Azadlıq prospekti";23371
2025-03-20 00:00:00,000;"Azadlıq prospekti";10110
2025-03-21 00:00:00,000;"Azadlıq prospekti";10276
2025-03-22 00:00:00,000;"Azadlıq prospekti";12038
2025-03-23 00:00:00,000;"Azadlıq prospekti";11858
2025-03-24 00:00:00,000;"Azadlıq prospekti";13774
2025-03-25 00:00:00,000;"Azadlıq prospekti";16392
2025-03-26 00:00:00,000;"Azadlıq prospekti";17562
2025-03-27 00:00:00,000;"Azadlıq prospekti";17424
2025-03-28 00:00:00,000;"Azadlıq prospekti";17693
2025-03-29 00:00:00,000;"Azadlıq prospekti";16462
2025-03-30 00:00:00,000;"Azadlıq prospekti";13672
2025-03-31 00:00:00,000;"Azadlıq prospekti";16278
2025-04-01 00:00:00,000;"Azadlıq prospekti";26035
2025-04-02 00:00:00,000;"Azadlıq prospekti";26616
2025-04-03 00:00:00,000;"Azadlıq prospekti";26886
2025-04-04 00:00:00,000;"Azadlıq prospekti";26652
2025-04-05 00:00:00,000;"Azadlıq prospekti";19171
2025-04-06 00:00:00,000;"Azadlıq prospekti";17105
2025-04-07 00:00:00,000;"Azadlıq prospekti";27336
2025-04-08 00:00:00,000;"Azadlıq prospekti";26727
2025-04-09 00:00:00,000;"Azadlıq prospekti";26051
2025-04-10 00:00:00,000;"Azadlıq prospekti";24617
2025-04-11 00:00:00,000;"Azadlıq prospekti";25435
2025-04-12 00:00:00,000;"Azadlıq prospekti";19165
2025-04-13 00:00:00,000;"Azadlıq prospekti";15540
2025-04-14 00:00:00,000;"Azadlıq prospekti";24187
2025-04-15 00:00:00,000;"Azadlıq prospekti";24639
2025-04-16 00:00:00,000;"Azadlıq prospekti";16201
2025-04-17 00:00:00,000;"Azadlıq prospekti";23886
2025-04-18 00:00:00,000;"Azadlıq prospekti";26700
2025-04-19 00:00:00,000;"Azadlıq prospekti";19579
2025-04-20 00:00:00,000;"Azadlıq prospekti";15530
2025-04-21 00:00:00,000;"Azadlıq prospekti";26381
2025-04-22 00:00:00,000;"Azadlıq prospekti";26153
2025-04-23 00:00:00,000;"Azadlıq prospekti";26047
2025-04-24 00:00:00,000;"Azadlıq prospekti";25829
2025-04-25 00:00:00,000;"Azadlıq prospekti";26053
2025-04-26 00:00:00,000;"Azadlıq prospekti";19512
2025-04-27 00:00:00,000;"Azadlıq prospekti";15047
2025-04-28 00:00:00,000;"Azadlıq prospekti";23327
2025-04-29 00:00:00,000;"Azadlıq prospekti";23527
2025-04-30 00:00:00,000;"Azadlıq prospekti";25855
2025-05-01 00:00:00,000;"Azadlıq prospekti";25939
2025-05-02 00:00:00,000;"Azadlıq prospekti";25685
2025-05-03 00:00:00,000;"Azadlıq prospekti";19169
2025-05-04 00:00:00,000;"Azadlıq prospekti";15473
2025-05-05 00:00:00,000;"Azadlıq prospekti";25697
2025-05-06 00:00:00,000;"Azadlıq prospekti";26114
2025-05-07 00:00:00,000;"Azadlıq prospekti";26121
2025-05-08 00:00:00,000;"Azadlıq prospekti";26638
2025-05-09 00:00:00,000;"Azadlıq prospekti";18982
2025-05-10 00:00:00,000;"Azadlıq prospekti";18554
2025-05-11 00:00:00,000;"Azadlıq prospekti";15696
2025-05-12 00:00:00,000;"Azadlıq prospekti";26297
2025-05-13 00:00:00,000;"Azadlıq prospekti";26181
2025-05-14 00:00:00,000;"Azadlıq prospekti";25101
2025-05-15 00:00:00,000;"Azadlıq prospekti";25841
2025-05-16 00:00:00,000;"Azadlıq prospekti";25793
2025-05-17 00:00:00,000;"Azadlıq prospekti";19260
2025-05-18 00:00:00,000;"Azadlıq prospekti";14678
2025-05-19 00:00:00,000;"Azadlıq prospekti";25992
2025-05-20 00:00:00,000;"Azadlıq prospekti";25795
2025-05-21 00:00:00,000;"Azadlıq prospekti";25213
2025-05-22 00:00:00,000;"Azadlıq prospekti";25763
2025-05-23 00:00:00,000;"Azadlıq prospekti";25693
2025-05-24 00:00:00,000;"Azadlıq prospekti";18811
2025-05-25 00:00:00,000;"Azadlıq prospekti";15403
2025-05-26 00:00:00,000;"Azadlıq prospekti";25445
2025-05-27 00:00:00,000;"Azadlıq prospekti";24692
2025-05-28 00:00:00,000;"Azadlıq prospekti";18070
2025-05-29 00:00:00,000;"Azadlıq prospekti";23839
2025-05-30 00:00:00,000;"Azadlıq prospekti";24328
2025-05-31 00:00:00,000;"Azadlıq prospekti";18424
2025-06-01 00:00:00,000;"Azadlıq prospekti";16952
2025-06-02 00:00:00,000;"Azadlıq prospekti";23759
2025-06-03 00:00:00,000;"Azadlıq prospekti";23081
2025-06-04 00:00:00,000;"Azadlıq prospekti";23140
2025-06-05 00:00:00,000;"Azadlıq prospekti";25475
2025-06-06 00:00:00,000;"Azadlıq prospekti";14603
2025-06-07 00:00:00,000;"Azadlıq prospekti";13820
2025-06-08 00:00:00,000;"Azadlıq prospekti";13933
2025-06-09 00:00:00,000;"Azadlıq prospekti";17372
2025-06-10 00:00:00,000;"Azadlıq prospekti";24676
2025-06-11 00:00:00,000;"Azadlıq prospekti";24174
2025-06-12 00:00:00,000;"Azadlıq prospekti";23600
2025-06-13 00:00:00,000;"Azadlıq prospekti";25126
2025-06-14 00:00:00,000;"Azadlıq prospekti";18107
2025-06-15 00:00:00,000;"Azadlıq prospekti";13510
2025-06-16 00:00:00,000;"Azadlıq prospekti";16569
2025-06-17 00:00:00,000;"Azadlıq prospekti";24048
2025-06-18 00:00:00,000;"Azadlıq prospekti";23209
2025-06-19 00:00:00,000;"Azadlıq prospekti";23167
2025-06-20 00:00:00,000;"Azadlıq prospekti";23805
2025-06-21 00:00:00,000;"Azadlıq prospekti";21718
2025-06-22 00:00:00,000;"Azadlıq prospekti";14502
2025-06-23 00:00:00,000;"Azadlıq prospekti";23737
2025-06-24 00:00:00,000;"Azadlıq prospekti";23570
2025-06-25 00:00:00,000;"Azadlıq prospekti";24668
2025-06-26 00:00:00,000;"Azadlıq prospekti";16889
2025-06-27 00:00:00,000;"Azadlıq prospekti";16873
2025-06-28 00:00:00,000;"Azadlıq prospekti";15620
2025-06-29 00:00:00,000;"Azadlıq prospekti";13302
2025-06-30 00:00:00,000;"Azadlıq prospekti";23430
2025-07-01 00:00:00,000;"Azadlıq prospekti";22272
2025-07-02 00:00:00,000;"Azadlıq prospekti";21609
2025-07-03 00:00:00,000;"Azadlıq prospekti";21094
2025-07-04 00:00:00,000;"Azadlıq prospekti";20894
2025-07-05 00:00:00,000;"Azadlıq prospekti";15418
2025-07-06 00:00:00,000;"Azadlıq prospekti";13567
2025-07-07 00:00:00,000;"Azadlıq prospekti";20705
2025-07-08 00:00:00,000;"Azadlıq prospekti";20614
2025-07-09 00:00:00,000;"Azadlıq prospekti";20309
2025-07-10 00:00:00,000;"Azadlıq prospekti";20081
2025-07-11 00:00:00,000;"Azadlıq prospekti";19853
2025-07-12 00:00:00,000;"Azadlıq prospekti";15665
2025-07-13 00:00:00,000;"Azadlıq prospekti";12603
2025-07-14 00:00:00,000;"Azadlıq prospekti";19017
2025-07-15 00:00:00,000;"Azadlıq prospekti";18598
2025-07-16 00:00:00,000;"Azadlıq prospekti";18976
2025-07-17 00:00:00,000;"Azadlıq prospekti";18645
2025-07-18 00:00:00,000;"Azadlıq prospekti";18608
2025-07-19 00:00:00,000;"Azadlıq prospekti";15111
2025-07-20 00:00:00,000;"Azadlıq prospekti";12145
2025-07-21 00:00:00,000;"Azadlıq prospekti";18398
2025-07-22 00:00:00,000;"Azadlıq prospekti";18370
2025-07-23 00:00:00,000;"Azadlıq prospekti";18230
2025-07-24 00:00:00,000;"Azadlıq prospekti";18433
2025-07-25 00:00:00,000;"Azadlıq prospekti";18613
2025-07-26 00:00:00,000;"Azadlıq prospekti";14858
2025-07-27 00:00:00,000;"Azadlıq prospekti";12182
2025-07-28 00:00:00,000;"Azadlıq prospekti";18310
2025-07-29 00:00:00,000;"Azadlıq prospekti";18275
2025-07-30 00:00:00,000;"Azadlıq prospekti";18613
2025-07-31 00:00:00,000;"Azadlıq prospekti";18364
2025-08-01 00:00:00,000;"Azadlıq prospekti";18291
2025-08-02 00:00:00,000;"Azadlıq prospekti";14752
2025-08-03 00:00:00,000;"Azadlıq prospekti";11719
2025-08-04 00:00:00,000;"Azadlıq prospekti";18404
2025-08-05 00:00:00,000;"Azadlıq prospekti";17652
2025-08-06 00:00:00,000;"Azadlıq prospekti";17450
2025-08-07 00:00:00,000;"Azadlıq prospekti";17395
2025-08-08 00:00:00,000;"Azadlıq prospekti";17925
2025-08-09 00:00:00,000;"Azadlıq prospekti";14217
2025-08-10 00:00:00,000;"Azadlıq prospekti";11788
2025-08-11 00:00:00,000;"Azadlıq prospekti";18194
2025-08-12 00:00:00,000;"Azadlıq prospekti";18400
2025-08-13 00:00:00,000;"Azadlıq prospekti";18224
2025-08-14 00:00:00,000;"Azadlıq prospekti";18126
2025-08-15 00:00:00,000;"Azadlıq prospekti";17998
2025-08-16 00:00:00,000;"Azadlıq prospekti";14444
2025-08-17 00:00:00,000;"Azadlıq prospekti";11516
2025-08-18 00:00:00,000;"Azadlıq prospekti";18166
2025-08-19 00:00:00,000;"Azadlıq prospekti";17631
2025-08-20 00:00:00,000;"Azadlıq prospekti";17843
2025-08-21 00:00:00,000;"Azadlıq prospekti";17753
2025-08-22 00:00:00,000;"Azadlıq prospekti";17837
2025-08-23 00:00:00,000;"Azadlıq prospekti";14954
2025-08-24 00:00:00,000;"Azadlıq prospekti";12182
2025-08-25 00:00:00,000;"Azadlıq prospekti";18783
2025-08-26 00:00:00,000;"Azadlıq prospekti";18737
2025-08-27 00:00:00,000;"Azadlıq prospekti";19232
2025-08-28 00:00:00,000;"Azadlıq prospekti";18826
2025-08-29 00:00:00,000;"Azadlıq prospekti";19421
2025-08-30 00:00:00,000;"Azadlıq prospekti";15773
2025-08-31 00:00:00,000;"Azadlıq prospekti";12369
2025-09-01 00:00:00,000;"Azadlıq prospekti";19953
2025-09-02 00:00:00,000;"Azadlıq prospekti";20199
2025-09-03 00:00:00,000;"Azadlıq prospekti";20194
2025-09-04 00:00:00,000;"Azadlıq prospekti";20428
2025-09-05 00:00:00,000;"Azadlıq prospekti";21180
2025-09-06 00:00:00,000;"Azadlıq prospekti";17305
2025-09-07 00:00:00,000;"Azadlıq prospekti";13574
2025-09-08 00:00:00,000;"Azadlıq prospekti";21341
2025-09-09 00:00:00,000;"Azadlıq prospekti";21541
2025-09-10 00:00:00,000;"Azadlıq prospekti";21746
2025-09-11 00:00:00,000;"Azadlıq prospekti";21596
2025-09-12 00:00:00,000;"Azadlıq prospekti";21629
2025-09-13 00:00:00,000;"Azadlıq prospekti";19959
2025-09-14 00:00:00,000;"Azadlıq prospekti";13188
2025-09-15 00:00:00,000;"Azadlıq prospekti";27767
2025-09-16 00:00:00,000;"Azadlıq prospekti";27408
2025-09-17 00:00:00,000;"Azadlıq prospekti";26543
2025-09-18 00:00:00,000;"Azadlıq prospekti";27282
2025-09-19 00:00:00,000;"Azadlıq prospekti";27276
2025-09-20 00:00:00,000;"Azadlıq prospekti";18214
2025-09-21 00:00:00,000;"Azadlıq prospekti";14430
2025-09-22 00:00:00,000;"Azadlıq prospekti";27001
2025-09-23 00:00:00,000;"Azadlıq prospekti";26909
2025-09-24 00:00:00,000;"Azadlıq prospekti";26740
2025-09-25 00:00:00,000;"Azadlıq prospekti";27058
2025-09-26 00:00:00,000;"Azadlıq prospekti";26735
2025-09-27 00:00:00,000;"Azadlıq prospekti";17466
2025-09-28 00:00:00,000;"Azadlıq prospekti";14270
2025-09-29 00:00:00,000;"Azadlıq prospekti";26662
2025-09-30 00:00:00,000;"Azadlıq prospekti";26420
2025-10-01 00:00:00,000;"Azadlıq prospekti";26397
2025-10-02 00:00:00,000;"Azadlıq prospekti";26436
2025-10-03 00:00:00,000;"Azadlıq prospekti";26770
2025-10-04 00:00:00,000;"Azadlıq prospekti";19073
2025-10-05 00:00:00,000;"Azadlıq prospekti";14812
2025-10-06 00:00:00,000;"Azadlıq prospekti";26588
2025-10-07 00:00:00,000;"Azadlıq prospekti";26825
2025-10-08 00:00:00,000;"Azadlıq prospekti";26352
2025-10-09 00:00:00,000;"Azadlıq prospekti";26316
2025-10-10 00:00:00,000;"Azadlıq prospekti";26766
2025-10-11 00:00:00,000;"Azadlıq prospekti";19115
2025-10-12 00:00:00,000;"Azadlıq prospekti";14554
2025-10-13 00:00:00,000;"Azadlıq prospekti";26682
2025-10-14 00:00:00,000;"Azadlıq prospekti";26845
2025-10-15 00:00:00,000;"Azadlıq prospekti";26817
2025-10-16 00:00:00,000;"Azadlıq prospekti";26382
2025-10-17 00:00:00,000;"Azadlıq prospekti";26095
2025-10-18 00:00:00,000;"Azadlıq prospekti";18798
2025-10-19 00:00:00,000;"Azadlıq prospekti";14693
2025-10-20 00:00:00,000;"Azadlıq prospekti";26838
2025-10-21 00:00:00,000;"Azadlıq prospekti";26346
2025-10-22 00:00:00,000;"Azadlıq prospekti";26303
2025-10-23 00:00:00,000;"Azadlıq prospekti";25613
2025-10-24 00:00:00,000;"Azadlıq prospekti";26449
2025-10-25 00:00:00,000;"Azadlıq prospekti";18541
2025-10-26 00:00:00,000;"Azadlıq prospekti";14346
2025-10-27 00:00:00,000;"Azadlıq prospekti";26476
2025-10-28 00:00:00,000;"Azadlıq prospekti";26431
2025-10-29 00:00:00,000;"Azadlıq prospekti";26318
2025-10-30 00:00:00,000;"Azadlıq prospekti";25583
2025-10-31 00:00:00,000;"Azadlıq prospekti";26874
2025-11-01 00:00:00,000;"Azadlıq prospekti";19544
2025-11-02 00:00:00,000;"Azadlıq prospekti";14469
2025-11-03 00:00:00,000;"Azadlıq prospekti";26143
2025-11-04 00:00:00,000;"Azadlıq prospekti";26114
2025-11-05 00:00:00,000;"Azadlıq prospekti";26593
2025-11-06 00:00:00,000;"Azadlıq prospekti";27933
2025-11-07 00:00:00,000;"Azadlıq prospekti";28648
2025-11-08 00:00:00,000;"Azadlıq prospekti";19192
2025-11-09 00:00:00,000;"Azadlıq prospekti";14450
2025-11-10 00:00:00,000;"Azadlıq prospekti";16813
2025-11-11 00:00:00,000;"Azadlıq prospekti";17672
2025-11-12 00:00:00,000;"Azadlıq prospekti";26335
2025-11-13 00:00:00,000;"Azadlıq prospekti";26548
2025-11-14 00:00:00,000;"Azadlıq prospekti";27027
2025-11-15 00:00:00,000;"Azadlıq prospekti";18741
2025-11-16 00:00:00,000;"Azadlıq prospekti";14802
2025-11-17 00:00:00,000;"Azadlıq prospekti";26899
2025-11-18 00:00:00,000;"Azadlıq prospekti";27092
2025-11-19 00:00:00,000;"Azadlıq prospekti";27062
2025-11-20 00:00:00,000;"Azadlıq prospekti";27008
2025-11-21 00:00:00,000;"Azadlıq prospekti";27355
2025-11-22 00:00:00,000;"Azadlıq prospekti";19160
2025-11-23 00:00:00,000;"Azadlıq prospekti";14686
2025-11-24 00:00:00,000;"Azadlıq prospekti";26634
2025-11-25 00:00:00,000;"Azadlıq prospekti";26770
2025-11-26 00:00:00,000;"Azadlıq prospekti";26432
2025-11-27 00:00:00,000;"Azadlıq prospekti";26328
2025-11-28 00:00:00,000;"Azadlıq prospekti";26844
2025-11-29 00:00:00,000;"Azadlıq prospekti";19096
2025-11-30 00:00:00,000;"Azadlıq prospekti";15047
2025-12-01 00:00:00,000;"Azadlıq prospekti";26521
2025-12-02 00:00:00,000;"Azadlıq prospekti";26567
2025-12-03 00:00:00,000;"Azadlıq prospekti";26374
2025-12-04 00:00:00,000;"Azadlıq prospekti";26422
2025-12-05 00:00:00,000;"Azadlıq prospekti";24739
2025-12-06 00:00:00,000;"Azadlıq prospekti";19682
2025-12-07 00:00:00,000;"Azadlıq prospekti";14617
2025-12-08 00:00:00,000;"Azadlıq prospekti";25938
2025-12-09 00:00:00,000;"Azadlıq prospekti";26294
2025-12-10 00:00:00,000;"Azadlıq prospekti";24459
2025-12-11 00:00:00,000;"Azadlıq prospekti";26421
2025-12-12 00:00:00,000;"Azadlıq prospekti";26384
2025-12-13 00:00:00,000;"Azadlıq prospekti";20031
2025-12-14 00:00:00,000;"Azadlıq prospekti";13619
2025-12-15 00:00:00,000;"Azadlıq prospekti";26152
2025-12-16 00:00:00,000;"Azadlıq prospekti";26420
2025-12-17 00:00:00,000;"Azadlıq prospekti";26881
2025-12-18 00:00:00,000;"Azadlıq prospekti";26966
2025-12-19 00:00:00,000;"Azadlıq prospekti";27168
2025-12-20 00:00:00,000;"Azadlıq prospekti";20427
2025-12-21 00:00:00,000;"Azadlıq prospekti";16275
2025-12-22 00:00:00,000;"Azadlıq prospekti";26473
2025-12-23 00:00:00,000;"Azadlıq prospekti";26373
2025-12-24 00:00:00,000;"Azadlıq prospekti";26450
2025-12-25 00:00:00,000;"Azadlıq prospekti";24368
2025-12-26 00:00:00,000;"Azadlıq prospekti";25258
2025-12-27 00:00:00,000;"Azadlıq prospekti";20936
2025-12-28 00:00:00,000;"Azadlıq prospekti";14200
2025-12-29 00:00:00,000;"Azadlıq prospekti";24754
2025-12-30 00:00:00,000;"Azadlıq prospekti";22766
2025-12-31 00:00:00,000;"Azadlıq prospekti";12064
2025-01-01 00:00:00,000;"Bakmil";213
2025-01-02 00:00:00,000;"Bakmil";235
2025-01-03 00:00:00,000;"Bakmil";656
2025-01-04 00:00:00,000;"Bakmil";698
2025-01-05 00:00:00,000;"Bakmil";621
2025-01-06 00:00:00,000;"Bakmil";2126
2025-01-07 00:00:00,000;"Bakmil";2124
2025-01-08 00:00:00,000;"Bakmil";2133
2025-01-09 00:00:00,000;"Bakmil";2156
2025-01-10 00:00:00,000;"Bakmil";2078
2025-01-11 00:00:00,000;"Bakmil";1061
2025-01-12 00:00:00,000;"Bakmil";587
2025-01-13 00:00:00,000;"Bakmil";2298
2025-01-14 00:00:00,000;"Bakmil";2113
2025-01-15 00:00:00,000;"Bakmil";2118
2025-01-16 00:00:00,000;"Bakmil";2029
2025-01-17 00:00:00,000;"Bakmil";2113
2025-01-18 00:00:00,000;"Bakmil";1096
2025-01-19 00:00:00,000;"Bakmil";489
2025-01-20 00:00:00,000;"Bakmil";1064
2025-01-21 00:00:00,000;"Bakmil";2221
2025-01-22 00:00:00,000;"Bakmil";2236
2025-01-23 00:00:00,000;"Bakmil";2082
2025-01-24 00:00:00,000;"Bakmil";2015
2025-01-25 00:00:00,000;"Bakmil";1095
2025-01-26 00:00:00,000;"Bakmil";571
2025-01-27 00:00:00,000;"Bakmil";1868
2025-01-28 00:00:00,000;"Bakmil";1931
2025-01-29 00:00:00,000;"Bakmil";1181
2025-01-30 00:00:00,000;"Bakmil";1814
2025-01-31 00:00:00,000;"Bakmil";1747
2025-02-01 00:00:00,000;"Bakmil";1021
2025-02-02 00:00:00,000;"Bakmil";524
2025-02-03 00:00:00,000;"Bakmil";1904
2025-02-04 00:00:00,000;"Bakmil";2109
2025-02-05 00:00:00,000;"Bakmil";1990
2025-02-06 00:00:00,000;"Bakmil";2040
2025-02-07 00:00:00,000;"Bakmil";1943
2025-02-08 00:00:00,000;"Bakmil";945
2025-02-09 00:00:00,000;"Bakmil";450
2025-02-10 00:00:00,000;"Bakmil";2098
2025-02-11 00:00:00,000;"Bakmil";2052
2025-02-12 00:00:00,000;"Bakmil";1951
2025-02-13 00:00:00,000;"Bakmil";1997
2025-02-14 00:00:00,000;"Bakmil";2062
2025-02-15 00:00:00,000;"Bakmil";1023
2025-02-16 00:00:00,000;"Bakmil";538
2025-02-17 00:00:00,000;"Bakmil";2198
2025-02-18 00:00:00,000;"Bakmil";2179
2025-02-19 00:00:00,000;"Bakmil";2127
2025-02-20 00:00:00,000;"Bakmil";2076
2025-02-21 00:00:00,000;"Bakmil";1890
2025-02-22 00:00:00,000;"Bakmil";795
2025-02-23 00:00:00,000;"Bakmil";536
2025-02-24 00:00:00,000;"Bakmil";1342
2025-02-25 00:00:00,000;"Bakmil";1820
2025-02-26 00:00:00,000;"Bakmil";2063
2025-02-27 00:00:00,000;"Bakmil";1777
2025-02-28 00:00:00,000;"Bakmil";2092
2025-03-01 00:00:00,000;"Bakmil";759
2025-03-02 00:00:00,000;"Bakmil";532
2025-03-03 00:00:00,000;"Bakmil";2116
2025-03-04 00:00:00,000;"Bakmil";2234
2025-03-05 00:00:00,000;"Bakmil";2120
2025-03-06 00:00:00,000;"Bakmil";2253
2025-03-07 00:00:00,000;"Bakmil";2123
2025-03-08 00:00:00,000;"Bakmil";871
2025-03-09 00:00:00,000;"Bakmil";522
2025-03-10 00:00:00,000;"Bakmil";2047
2025-03-11 00:00:00,000;"Bakmil";2196
2025-03-12 00:00:00,000;"Bakmil";2032
2025-03-13 00:00:00,000;"Bakmil";2029
2025-03-14 00:00:00,000;"Bakmil";1922
2025-03-15 00:00:00,000;"Bakmil";1015
2025-03-16 00:00:00,000;"Bakmil";509
2025-03-17 00:00:00,000;"Bakmil";1948
2025-03-18 00:00:00,000;"Bakmil";1793
2025-03-19 00:00:00,000;"Bakmil";1690
2025-03-20 00:00:00,000;"Bakmil";214
2025-03-21 00:00:00,000;"Bakmil";182
2025-03-22 00:00:00,000;"Bakmil";223
2025-03-23 00:00:00,000;"Bakmil";352
2025-03-24 00:00:00,000;"Bakmil";699
2025-03-25 00:00:00,000;"Bakmil";808
2025-03-26 00:00:00,000;"Bakmil";912
2025-03-27 00:00:00,000;"Bakmil";929
2025-03-28 00:00:00,000;"Bakmil";879
2025-03-29 00:00:00,000;"Bakmil";703
2025-03-30 00:00:00,000;"Bakmil";219
2025-03-31 00:00:00,000;"Bakmil";663
2025-04-01 00:00:00,000;"Bakmil";1928
2025-04-02 00:00:00,000;"Bakmil";1971
2025-04-03 00:00:00,000;"Bakmil";1963
2025-04-04 00:00:00,000;"Bakmil";1793
2025-04-05 00:00:00,000;"Bakmil";933
2025-04-06 00:00:00,000;"Bakmil";476
2025-04-07 00:00:00,000;"Bakmil";1977
2025-04-08 00:00:00,000;"Bakmil";2000
2025-04-09 00:00:00,000;"Bakmil";1992
2025-04-10 00:00:00,000;"Bakmil";2045
2025-04-11 00:00:00,000;"Bakmil";1835
2025-04-12 00:00:00,000;"Bakmil";986
2025-04-13 00:00:00,000;"Bakmil";447
2025-04-14 00:00:00,000;"Bakmil";1859
2025-04-15 00:00:00,000;"Bakmil";1848
2025-04-16 00:00:00,000;"Bakmil";1424
2025-04-17 00:00:00,000;"Bakmil";1809
2025-04-18 00:00:00,000;"Bakmil";1957
2025-04-19 00:00:00,000;"Bakmil";1011
2025-04-20 00:00:00,000;"Bakmil";524
2025-04-21 00:00:00,000;"Bakmil";2081
2025-04-22 00:00:00,000;"Bakmil";2063
2025-04-23 00:00:00,000;"Bakmil";2050
2025-04-24 00:00:00,000;"Bakmil";2066
2025-04-25 00:00:00,000;"Bakmil";1931
2025-04-26 00:00:00,000;"Bakmil";1011
2025-04-27 00:00:00,000;"Bakmil";539
2025-04-28 00:00:00,000;"Bakmil";1923
2025-04-29 00:00:00,000;"Bakmil";1914
2025-04-30 00:00:00,000;"Bakmil";2034
2025-05-01 00:00:00,000;"Bakmil";2076
