Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2025-04-19 00:00:00,000;"Qara Qarayev";23614
2025-04-20 00:00:00,000;"Qara Qarayev";17389
2025-04-21 00:00:00,000;"Qara Qarayev";30125
2025-04-22 00:00:00,000;"Qara Qarayev";29533
2025-04-23 00:00:00,000;"Qara Qarayev";29094
2025-04-24 00:00:00,000;"Qara Qarayev";28987
2025-04-25 00:00:00,000;"Qara Qarayev";29270
2025-04-26 00:00:00,000;"Qara Qarayev";22917
2025-04-27 00:00:00,000;"Qara Qarayev";17315
2025-04-28 00:00:00,000;"Qara Qarayev";27036
2025-04-29 00:00:00,000;"Qara Qarayev";27228
2025-04-30 00:00:00,000;"Qara Qarayev";29881
2025-05-01 00:00:00,000;"Qara Qarayev";28928
2025-05-02 00:00:00,000;"Qara Qarayev";28872
2025-05-03 00:00:00,000;"Qara Qarayev";23006
2025-05-04 00:00:00,000;"Qara Qarayev";17700
2025-05-05 00:00:00,000;"Qara Qarayev";28600
2025-05-06 00:00:00,000;"Qara Qarayev";28872
2025-05-07 00:00:00,000;"Qara Qarayev";29697
2025-05-08 00:00:00,000;"Qara Qarayev";29398
2025-05-09 00:00:00,000;"Qara Qarayev";22185
2025-05-10 00:00:00,000;"Qara Qarayev";22088
2025-05-11 00:00:00,000;"Qara Qarayev";17454
2025-05-12 00:00:00,000;"Qara Qarayev";29555
2025-05-13 00:00:00,000;"Qara Qarayev";28987
2025-05-14 00:00:00,000;"Qara Qarayev";27173
2025-05-15 00:00:00,000;"Qara Qarayev";28356
2025-05-16 00:00:00,000;"Qara Qarayev";28749
2025-05-17 00:00:00,000;"Qara Qarayev";22881
2025-05-18 00:00:00,000;"Qara Qarayev";17011
2025-05-19 00:00:00,000;"Qara Qarayev";28751
2025-05-20 00:00:00,000;"Qara Qarayev";28564
2025-05-21 00:00:00,000;"Qara Qarayev";27808
2025-05-22 00:00:00,000;"Qara Qarayev";28711
2025-05-23 00:00:00,000;"Qara Qarayev";29344
2025-05-24 00:00:00,000;"Qara Qarayev";21814
2025-05-25 00:00:00,000;"Qara Qarayev";17328
2025-05-26 00:00:00,000;"Qara Qarayev";28701
2025-05-27 00:00:00,000;"Qara Qarayev";28675
2025-05-28 00:00:00,000;"Qara Qarayev";21126
2025-05-29 00:00:00,000;"Qara Qarayev";27482
2025-05-30 00:00:00,000;"Qara Qarayev";27502
2025-05-31 00:00:00,000;"Qara Qarayev";22149
2025-06-01 00:00:00,000;"Qara Qarayev";19275
2025-06-02 00:00:00,000;"Qara Qarayev";26618
2025-06-03 00:00:00,000;"Qara Qarayev";25498
2025-06-04 00:00:00,000;"Qara Qarayev";26280
2025-06-05 00:00:00,000;"Qara Qarayev";28594
2025-06-06 00:00:00,000;"Qara Qarayev";17054
2025-06-07 00:00:00,000;"Qara Qarayev";16283
2025-06-08 00:00:00,000;"Qara Qarayev";15657
2025-06-09 00:00:00,000;"Qara Qarayev";20257
2025-06-10 00:00:00,000;"Qara Qarayev";26658
2025-06-11 00:00:00,000;"Qara Qarayev";26694
2025-06-12 00:00:00,000;"Qara Qarayev";26773
2025-06-13 00:00:00,000;"Qara Qarayev";27240
2025-06-14 00:00:00,000;"Qara Qarayev";20927
2025-06-15 00:00:00,000;"Qara Qarayev";14949
2025-06-16 00:00:00,000;"Qara Qarayev";18586
2025-06-17 00:00:00,000;"Qara Qarayev";26610
2025-06-18 00:00:00,000;"Qara Qarayev";25938
2025-06-19 00:00:00,000;"Qara Qarayev";25168
2025-06-20 00:00:00,000;"Qara Qarayev";25995
2025-06-21 00:00:00,000;"Qara Qarayev";23662
2025-06-22 00:00:00,000;"Qara Qarayev";14941
2025-06-23 00:00:00,000;"Qara Qarayev";25959
2025-06-24 00:00:00,000;"Qara Qarayev";25776
2025-06-25 00:00:00,000;"Qara Qarayev";26982
2025-06-26 00:00:00,000;"Qara Qarayev";19478
2025-06-27 00:00:00,000;"Qara Qarayev";19700
2025-06-28 00:00:00,000;"Qara Qarayev";17974
2025-06-29 00:00:00,000;"Qara Qarayev";14307
2025-06-30 00:00:00,000;"Qara Qarayev";25606
2025-07-01 00:00:00,000;"Qara Qarayev";25059
2025-07-02 00:00:00,000;"Qara Qarayev";24089
2025-07-03 00:00:00,000;"Qara Qarayev";23627
2025-07-04 00:00:00,000;"Qara Qarayev";23601
2025-07-05 00:00:00,000;"Qara Qarayev";18134
2025-07-06 00:00:00,000;"Qara Qarayev";14554
2025-07-07 00:00:00,000;"Qara Qarayev";24149
2025-07-08 00:00:00,000;"Qara Qarayev";23915
2025-07-09 00:00:00,000;"Qara Qarayev";23436
2025-07-10 00:00:00,000;"Qara Qarayev";23020
2025-07-11 00:00:00,000;"Qara Qarayev";22970
2025-07-12 00:00:00,000;"Qara Qarayev";17991
2025-07-13 00:00:00,000;"Qara Qarayev";13628
2025-07-14 00:00:00,000;"Qara Qarayev";21587
2025-07-15 00:00:00,000;"Qara Qarayev";21591
2025-07-16 00:00:00,000;"Qara Qarayev";21683
2025-07-17 00:00:00,000;"Qara Qarayev";21327
2025-07-18 00:00:00,000;"Qara Qarayev";21344
2025-07-19 00:00:00,000;"Qara Qarayev";17383
2025-07-20 00:00:00,000;"Qara Qarayev";12991
2025-07-21 00:00:00,000;"Qara Qarayev";20743
2025-07-22 00:00:00,000;"Qara Qarayev";21092
2025-07-23 00:00:00,000;"Qara Qarayev";20446
2025-07-24 00:00:00,000;"Qara Qarayev";20582
2025-07-25 00:00:00,000;"Qara Qarayev";20891
2025-07-26 00:00:00,000;"Qara Qarayev";17065
2025-07-27 00:00:00,000;"Qara Qarayev";14132
2025-07-28 00:00:00,000;"Qara Qarayev";20853
2025-07-29 00:00:00,000;"Qara Qarayev";20771
2025-07-30 00:00:00,000;"Qara Qarayev";20959
2025-07-31 00:00:00,000;"Qara Qarayev";20320
2025-08-01 00:00:00,000;"Qara Qarayev";20895
2025-08-02 00:00:00,000;"Qara Qarayev";17010
2025-08-03 00:00:00,000;"Qara Qarayev";12825
2025-08-04 00:00:00,000;"Qara Qarayev";20148
2025-08-05 00:00:00,000;"Qara Qarayev";20022
2025-08-06 00:00:00,000;"Qara Qarayev";19729
2025-08-07 00:00:00,000;"Qara Qarayev";19371
2025-08-08 00:00:00,000;"Qara Qarayev";19900
2025-08-09 00:00:00,000;"Qara Qarayev";16807
2025-08-10 00:00:00,000;"Qara Qarayev";13160
2025-08-11 00:00:00,000;"Qara Qarayev";20406
2025-08-12 00:00:00,000;"Qara Qarayev";20536
2025-08-13 00:00:00,000;"Qara Qarayev";20331
2025-08-14 00:00:00,000;"Qara Qarayev";20262
2025-08-15 00:00:00,000;"Qara Qarayev";20283
2025-08-16 00:00:00,000;"Qara Qarayev";17143
2025-08-17 00:00:00,000;"Qara Qarayev";13170
2025-08-18 00:00:00,000;"Qara Qarayev";21033
2025-08-19 00:00:00,000;"Qara Qarayev";20172
2025-08-20 00:00:00,000;"Qara Qarayev";20136
2025-08-21 00:00:00,000;"Qara Qarayev";20464
2025-08-22 00:00:00,000;"Qara Qarayev";20814
2025-08-23 00:00:00,000;"Qara Qarayev";17491
2025-08-24 00:00:00,000;"Qara Qarayev";13763
2025-08-25 00:00:00,000;"Qara Qarayev";21424
2025-08-26 00:00:00,000;"Qara Qarayev";21295
2025-08-27 00:00:00,000;"Qara Qarayev";22230
2025-08-28 00:00:00,000;"Qara Qarayev";21641
2025-08-29 00:00:00,000;"Qara Qarayev";22234
2025-08-30 00:00:00,000;"Qara Qarayev";18375
2025-08-31 00:00:00,000;"Qara Qarayev";14682
2025-09-01 00:00:00,000;"Qara Qarayev";23232
